trailID,area_name,state,geolocation
10020048,Seward,Alaska,"{'lat': 60.18852, 'lng': -149.63156}"
10236086,Denali National Park,Alaska,"{'lat': 63.73049, 'lng': -148.91968}"
10267857,Seward,Alaska,"{'lat': 60.18879, 'lng': -149.631}"
10236076,Denali National Park,Alaska,"{'lat': 63.73661, 'lng': -148.915}"
10236082,Denali National Park,Alaska,"{'lat': 63.73319, 'lng': -148.89682}"
10241620,Denali National Park,Alaska,"{'lat': 63.80507, 'lng': -148.95336}"
10236080,Denali National Park,Alaska,"{'lat': 63.73056, 'lng': -148.91955}"
10236075,Denali National Park,Alaska,"{'lat': 63.73043, 'lng': -148.91922}"
10236084,Denali National Park,Alaska,"{'lat': 63.73324, 'lng': -148.89659}"
10327620,Cantwell,Alaska,"{'lat': 63.43108, 'lng': -150.31096}"
10265252,Denali National Park,Alaska,"{'lat': 63.45799, 'lng': -150.85}"
10333556,Denali National Park,Alaska,"{'lat': 63.73128, 'lng': -148.9171}"
10265251,Denali National Park,Alaska,"{'lat': 63.49541, 'lng': -150.88137}"
10393562,Healy,Alaska,"{'lat': 63.88374, 'lng': -149.26764}"
10262541,Gustavus,Alaska,"{'lat': 58.45462, 'lng': -135.88312}"
10358126,Denali National Park,Alaska,"{'lat': 63.52451, 'lng': -150.96072}"
10236078,Denali National Park,Alaska,"{'lat': 63.73334, 'lng': -148.89618}"
10343441,Denali National Park,Alaska,"{'lat': 63.73034, 'lng': -148.91945}"
10023165,Denali National Park,Alaska,"{'lat': 63.52444, 'lng': -150.96015}"
10333569,Denali National Park,Alaska,"{'lat': 63.80495, 'lng': -148.95416}"
10347459,King Salmon,Alaska,"{'lat': 58.55986, 'lng': -155.77752}"
10302108,Gustavus,Alaska,"{'lat': 58.4543, 'lng': -135.86902}"
10333558,Denali National Park,Alaska,"{'lat': 63.7315, 'lng': -148.91785}"
10513937,Kodiak,Alaska,"{'lat': 58.55626, 'lng': -155.77832}"
10333557,Denali National Park,Alaska,"{'lat': 63.73136, 'lng': -148.91762}"
10302122,Gustavus,Alaska,"{'lat': 58.46205, 'lng': -135.77323}"
10265266,Denali National Park,Alaska,"{'lat': 63.52668, 'lng': -150.96891}"
10302112,Gustavus,Alaska,"{'lat': 58.45442, 'lng': -135.88565}"
10302114,Gustavus,Alaska,"{'lat': 58.45379, 'lng': -135.88686}"
10187810,Grand Canyon,Arizona,"{'lat': 36.05735, 'lng': -112.14381}"
10016964,Grand Canyon,Arizona,"{'lat': 36.05346, 'lng': -112.08361}"
10237812,Grand Canyon,Arizona,"{'lat': 36.05701, 'lng': -112.14414}"
10245012,Grand Canyon,Arizona,"{'lat': 36.05344, 'lng': -112.08364}"
10265905,Grand Canyon,Arizona,"{'lat': 36.05309, 'lng': -112.08387}"
10266148,Grand Canyon,Arizona,"{'lat': 36.05723, 'lng': -112.14378}"
10094721,North Rim,Arizona,"{'lat': 36.21692, 'lng': -112.05678}"
10026816,Grand Canyon,Arizona,"{'lat': 36.03496, 'lng': -112.06924}"
10235665,Grand Canyon,Arizona,"{'lat': 36.05681, 'lng': -112.14201}"
10266521,Grand Canyon,Arizona,"{'lat': 36.05356, 'lng': -112.08336}"
10016127,Grand Canyon,Arizona,"{'lat': 36.05264, 'lng': -112.08368}"
10034910,Tucson,Arizona,"{'lat': 32.23512, 'lng': -110.68683}"
10337353,Grand Canyon,Arizona,"{'lat': 36.05706, 'lng': -112.14428}"
10013850,North Rim,Arizona,"{'lat': 36.19703, 'lng': -112.05258}"
10031380,Tucson,Arizona,"{'lat': 32.24669, 'lng': -111.16708}"
10304374,Grand Canyon,Arizona,"{'lat': 36.05745, 'lng': -112.14434}"
10236025,Holbrook,Arizona,"{'lat': 34.93947, 'lng': -109.75639}"
10013966,Tucson,Arizona,"{'lat': 32.24717, 'lng': -111.16717}"
10004120,Grand Canyon,Arizona,"{'lat': 35.99805, 'lng': -111.98775}"
10006500,Grand Canyon,Arizona,"{'lat': 36.06193, 'lng': -112.21112}"
10259347,Grand Canyon,Arizona,"{'lat': 35.99809, 'lng': -111.98778}"
10041313,North Rim,Arizona,"{'lat': 36.21687, 'lng': -112.05678}"
10244240,Tucson,Arizona,"{'lat': 32.28866, 'lng': -111.12114}"
10111405,Tucson,Arizona,"{'lat': 32.23518, 'lng': -110.68682}"
10286650,Grand Canyon,Arizona,"{'lat': 36.05298, 'lng': -112.0839}"
10031336,Grand Canyon,Arizona,"{'lat': 36.22375, 'lng': -112.06506}"
10031337,North Rim,Arizona,"{'lat': 36.19695, 'lng': -112.05287}"
10304469,Grand Canyon,Arizona,"{'lat': 36.06045, 'lng': -112.10861}"
10273263,Grand Canyon,Arizona,"{'lat': 36.05742, 'lng': -112.14421}"
10000811,North Rim,Arizona,"{'lat': 36.12234, 'lng': -111.94949}"
10009957,North Rim,Arizona,"{'lat': 36.21689, 'lng': -112.05678}"
10006953,Tucson,Arizona,"{'lat': 32.16559, 'lng': -110.7238}"
10297089,Grand Canyon,Arizona,"{'lat': 36.07836, 'lng': -112.12709}"
10040243,North Rim,Arizona,"{'lat': 36.21704, 'lng': -112.05675}"
10026822,North Rim,Arizona,"{'lat': 36.14579, 'lng': -111.9355}"
10242023,Tucson,Arizona,"{'lat': 32.2207, 'lng': -110.72608}"
10255289,North Rim,Arizona,"{'lat': 36.10656, 'lng': -112.09423}"
10004435,Tucson,Arizona,"{'lat': 32.27146, 'lng': -111.20301}"
10258667,North Rim,Arizona,"{'lat': 36.21724, 'lng': -112.05655}"
10236026,Petrified Forest National Park,Arizona,"{'lat': 34.86326, 'lng': -109.79239}"
10258648,Grand Canyon,Arizona,"{'lat': 36.06065, 'lng': -112.21219}"
10257085,Grand Canyon,Arizona,"{'lat': 36.05299, 'lng': -112.08351}"
10236022,Chambers,Arizona,"{'lat': 35.080330000000004, 'lng': -109.78349}"
10018269,Chambers,Arizona,"{'lat': 35.06032, 'lng': -109.78196}"
10265749,Grand Canyon,Arizona,"{'lat': 36.0575, 'lng': -112.14411}"
10315767,Grand Canyon,Arizona,"{'lat': 36.05348, 'lng': -112.08359}"
10023828,Cameron,Arizona,"{'lat': 35.85497, 'lng': -111.42506}"
10112001,Tucson,Arizona,"{'lat': 32.35403, 'lng': -111.14143}"
10042232,Grand Canyon,Arizona,"{'lat': 36.4347, 'lng': -112.42932}"
10365390,North Rim,Arizona,"{'lat': 36.21704, 'lng': -112.05675}"
10267208,Tucson,Arizona,"{'lat': 32.24761, 'lng': -111.16714}"
10293249,Tucson,Arizona,"{'lat': 32.2351, 'lng': -110.68694}"
10258317,Grand Canyon,Arizona,"{'lat': 36.05711, 'lng': -112.14443}"
10002324,Grand Canyon,Arizona,"{'lat': 36.04123, 'lng': -111.82692}"
10274527,North Rim,Arizona,"{'lat': 36.21714, 'lng': -112.05658}"
10009628,North Rim,Arizona,"{'lat': 36.21729, 'lng': -112.05643}"
10009444,Grand Canyon,Arizona,"{'lat': 36.06043, 'lng': -112.2125}"
10251377,Holbrook,Arizona,"{'lat': 34.81544, 'lng': -109.86552}"
10042018,Chambers,Arizona,"{'lat': 35.0837, 'lng': -109.78904}"
10331092,North Rim,Arizona,"{'lat': 36.21699, 'lng': -112.05666}"
10002217,Tucson,Arizona,"{'lat': 32.27698, 'lng': -111.1977}"
10041071,Tucson,Arizona,"{'lat': 32.18, 'lng': -110.73622}"
10236028,Holbrook,Arizona,"{'lat': 34.81468, 'lng': -109.86184}"
10259343,Grand Canyon,Arizona,"{'lat': 36.03276, 'lng': -111.85322}"
10306310,Vail,Arizona,"{'lat': 32.20343, 'lng': -110.70985}"
10039522,Tucson,Arizona,"{'lat': 32.13315, 'lng': -110.68711}"
10304719,Grand Canyon,Arizona,"{'lat': 36.05271, 'lng': -112.08398}"
10032774,Tucson,Arizona,"{'lat': 32.23517, 'lng': -110.68678}"
10111504,Tucson,Arizona,"{'lat': 32.23514, 'lng': -110.68692}"
10246734,Grand Canyon,Arizona,"{'lat': 36.05355, 'lng': -112.08342}"
10281018,Vail,Arizona,"{'lat': 32.16556, 'lng': -110.7239}"
10038311,Tucson,Arizona,"{'lat': 32.16531, 'lng': -110.72587}"
10258602,North Rim,Arizona,"{'lat': 36.27911, 'lng': -111.97786}"
10011949,Tucson,Arizona,"{'lat': 32.28482, 'lng': -111.16747}"
10298010,Tucson,Arizona,"{'lat': 32.23516, 'lng': -110.68657}"
10302747,Grand Canyon,Arizona,"{'lat': 36.06248, 'lng': -112.21036}"
10259900,Tucson,Arizona,"{'lat': 32.23601, 'lng': -110.98402}"
10235597,North Rim,Arizona,"{'lat': 36.21822, 'lng': -111.95239}"
10311930,Tucson,Arizona,"{'lat': 32.24719, 'lng': -111.16714}"
10013382,Grand Canyon,Arizona,"{'lat': 36.18375, 'lng': -112.37666}"
10236023,Chambers,Arizona,"{'lat': 34.97612, 'lng': -109.79399}"
10111280,Tucson,Arizona,"{'lat': 32.22032, 'lng': -110.7254}"
10258739,Grand Canyon,Arizona,"{'lat': 36.03302, 'lng': -111.85214}"
10023951,North Rim,Arizona,"{'lat': 36.27949, 'lng': -111.97881}"
10270136,Sun Valley,Arizona,"{'lat': 35.0168, 'lng': -109.88437}"
10287374,Tucson,Arizona,"{'lat': 32.22086, 'lng': -110.72615}"
10272964,Grand Canyon,Arizona,"{'lat': 36.06024, 'lng': -112.21229}"
10035690,Tucson,Arizona,"{'lat': 32.1332, 'lng': -110.68715}"
10258650,North Rim,Arizona,"{'lat': 36.12463, 'lng': -111.94782000000001}"
10258659,North Rim,Arizona,"{'lat': 36.1319, 'lng': -111.94221}"
10258654,North Rim,Arizona,"{'lat': 36.22388, 'lng': -112.06533}"
10315676,Tucson,Arizona,"{'lat': 32.22093, 'lng': -110.72615}"
10259353,Grand Canyon,Arizona,"{'lat': 36.05353, 'lng': -112.08346}"
10039514,Tucson,Arizona,"{'lat': 32.20326, 'lng': -110.7253}"
10013558,Grand Canyon,Arizona,"{'lat': 36.0046, 'lng': -111.92426}"
10013912,Grand Canyon,Arizona,"{'lat': 36.05701, 'lng': -112.14437}"
10272375,Petrified Forest National Park,Arizona,"{'lat': 34.88855, 'lng': -109.80716}"
10269962,Tucson,Arizona,"{'lat': 32.23512, 'lng': -110.68697}"
10269284,Tucson,Arizona,"{'lat': 32.25736, 'lng': -110.656}"
10259355,Grand Canyon,Arizona,"{'lat': 36.06109, 'lng': -112.21163}"
10013747,Tucson,Arizona,"{'lat': 32.26248, 'lng': -111.21043}"
10259354,Grand Canyon,Arizona,"{'lat': 36.06059, 'lng': -112.21213}"
10112153,Tucson,Arizona,"{'lat': 32.28871, 'lng': -111.12111}"
10389448,Grand Canyon,Arizona,"{'lat': 36.06, 'lng': -112.10668}"
10016910,Grand Canyon,Arizona,"{'lat': 36.04858, 'lng': -112.11664}"
10267209,Tucson,Arizona,"{'lat': 32.29079, 'lng': -111.20831}"
10259344,Grand Canyon,Arizona,"{'lat': 35.98342, 'lng': -111.94004}"
10266285,Grand Canyon,Arizona,"{'lat': 36.05288, 'lng': -112.0836}"
10297375,Chambers,Arizona,"{'lat': 35.08032, 'lng': -109.78355}"
10013255,Grand Canyon,Arizona,"{'lat': 36.01319, 'lng': -111.86646}"
10269670,Cortaro,Arizona,"{'lat': 32.35253, 'lng': -111.13994}"
10384519,North Rim,Arizona,"{'lat': 36.21704, 'lng': -112.05675}"
10263759,Tucson,Arizona,"{'lat': 32.23516, 'lng': -110.68657}"
10021291,Willow Canyon,Arizona,"{'lat': 32.45169, 'lng': -110.48754}"
10017278,Grand Canyon,Arizona,"{'lat': 36.06032, 'lng': -112.21239}"
10268598,Vail,Arizona,"{'lat': 32.13299, 'lng': -110.68709}"
10235600,North Rim,Arizona,"{'lat': 36.27926, 'lng': -111.97905}"
10398395,Vail,Arizona,"{'lat': 32.25798, 'lng': -110.65552}"
10235592,North Rim,Arizona,"{'lat': 36.19815, 'lng': -112.05291}"
10306312,Tucson,Arizona,"{'lat': 32.22061, 'lng': -110.72642}"
10259348,Grand Canyon,Arizona,"{'lat': 35.99763, 'lng': -111.98763}"
10347292,North Rim,Arizona,"{'lat': 36.10485, 'lng': -112.09488}"
10258670,Grand Canyon,Arizona,"{'lat': 36.43466, 'lng': -112.42976}"
10272332,Petrified Forest National Park,Arizona,"{'lat': 34.84845, 'lng': -109.8015}"
10041333,Tucson,Arizona,"{'lat': 32.32734, 'lng': -111.1306}"
10004062,Grand Canyon,Arizona,"{'lat': 36.06033, 'lng': -112.21238}"
10018933,Colorado City,Arizona,"{'lat': 36.21165, 'lng': -113.08357}"
10037999,Benson,Arizona,"{'lat': 32.15777, 'lng': -110.47549}"
10299272,Tucson,Arizona,"{'lat': 32.28874, 'lng': -111.12124}"
10111891,Tucson,Arizona,"{'lat': 32.31925, 'lng': -111.16599}"
10039029,Benson,Arizona,"{'lat': 32.15782, 'lng': -110.47572}"
10263672,Grand Canyon,Arizona,"{'lat': 36.03297, 'lng': -111.85331}"
10378554,Chambers,Arizona,"{'lat': 34.94323, 'lng': -109.77762}"
10327921,Grand Canyon,Arizona,"{'lat': 35.99716, 'lng': -111.98813}"
10304376,Grand Canyon,Arizona,"{'lat': 36.05741, 'lng': -112.14433}"
10272356,Petrified Forest National Park,Arizona,"{'lat': 34.83962, 'lng': -109.80823}"
10311730,Tucson,Arizona,"{'lat': 32.32319, 'lng': -111.0963}"
10028602,Tucson,Arizona,"{'lat': 32.26904, 'lng': -111.21633}"
10272764,Vail,Arizona,"{'lat': 32.1333, 'lng': -110.68715}"
10307988,Tucson,Arizona,"{'lat': 32.23504, 'lng': -110.68704}"
10111287,Tucson,Arizona,"{'lat': 32.32774, 'lng': -111.1305}"
10379267,Grand Canyon,Arizona,"{'lat': 36.06077, 'lng': -112.21244}"
10272205,Grand Canyon,Arizona,"{'lat': 36.03309, 'lng': -111.85206}"
10028565,North Rim,Arizona,"{'lat': 36.27899, 'lng': -111.97827}"
10313180,Tucson,Arizona,"{'lat': 32.2208, 'lng': -110.72646}"
10265889,Grand Canyon,Arizona,"{'lat': 36.05347, 'lng': -112.08347}"
10236034,Vail,Arizona,"{'lat': 32.16541, 'lng': -110.72396}"
10347968,Grand Canyon,Arizona,"{'lat': 36.08161, 'lng': -112.21296}"
10258658,North Rim,Arizona,"{'lat': 36.13336, 'lng': -111.94147}"
10022546,North Rim,Arizona,"{'lat': 36.43467, 'lng': -112.43005}"
10267224,Cortaro,Arizona,"{'lat': 32.32733, 'lng': -111.13058}"
10006893,Grand Canyon,Arizona,"{'lat': 36.04021, 'lng': -111.82769}"
10009407,North Rim,Arizona,"{'lat': 36.33558, 'lng': -112.34993}"
10259364,North Rim,Arizona,"{'lat': 36.47407, 'lng': -111.92809}"
10014422,Grand Canyon,Arizona,"{'lat': 35.95748, 'lng': -111.95498}"
10269033,Grand Canyon,Arizona,"{'lat': 36.18378, 'lng': -112.37658}"
10348524,Tucson,Arizona,"{'lat': 32.28555, 'lng': -111.16965}"
10268788,Grand Canyon,Arizona,"{'lat': 36.03308, 'lng': -111.85206}"
10268789,Grand Canyon,Arizona,"{'lat': 36.033, 'lng': -111.85214}"
10259359,North Rim,Arizona,"{'lat': 36.33552, 'lng': -112.34981}"
10272462,Holbrook,Arizona,"{'lat': 34.88782, 'lng': -109.80781}"
10261755,Tucson,Arizona,"{'lat': 32.27707, 'lng': -111.19774}"
10394939,Tucson,Arizona,"{'lat': 32.22095, 'lng': -110.726}"
10007969,North Rim,Arizona,"{'lat': 36.22079, 'lng': -112.06151}"
10366335,Tucson,Arizona,"{'lat': 32.27153, 'lng': -111.20297}"
10453902,Vail,Arizona,"{'lat': 32.13303, 'lng': -110.68704}"
10286475,Grand Canyon,Arizona,"{'lat': 35.95748, 'lng': -111.9554}"
10314641,Supai,Arizona,"{'lat': 36.34069, 'lng': -112.92579}"
10421252,Grand Canyon,Arizona,"{'lat': 35.99855, 'lng': -111.98737}"
10483525,Vail,Arizona,"{'lat': 32.06403, 'lng': -110.62252}"
10427265,Supai,Arizona,"{'lat': 36.45894, 'lng': -112.48824}"
10258671,North Rim,Arizona,"{'lat': 36.33556, 'lng': -112.34986}"
10456484,Tucson,Arizona,"{'lat': 32.23514, 'lng': -110.68698}"
10545419,Vail,Arizona,"{'lat': 32.30612, 'lng': -110.57414}"
10041922,Hot Springs National Park,Arkansas,"{'lat': 34.5256, 'lng': -93.03637}"
10235890,Hot Springs National Park,Arkansas,"{'lat': 34.51279, 'lng': -93.05836}"
10264755,Hot Springs National Park,Arkansas,"{'lat': 34.52802, 'lng': -93.03995}"
10264753,Hot Springs National Park,Arkansas,"{'lat': 34.52556, 'lng': -93.03645}"
10039426,Hot Springs National Park,Arkansas,"{'lat': 34.51165, 'lng': -93.05319}"
10007938,Hot Springs National Park,Arkansas,"{'lat': 34.51359, 'lng': -93.05238}"
10267800,Hot Springs National Park,Arkansas,"{'lat': 34.52598, 'lng': -93.03645}"
10017178,Hot Springs National Park,Arkansas,"{'lat': 34.51334, 'lng': -93.05276}"
10235889,Hot Springs National Park,Arkansas,"{'lat': 34.50846, 'lng': -93.06853}"
10354929,Hot Springs National Park,Arkansas,"{'lat': 34.52559, 'lng': -93.03619}"
10264248,Hot Springs National Park,Arkansas,"{'lat': 34.51656, 'lng': -93.05239}"
10291742,Hot Springs National Park,Arkansas,"{'lat': 34.5117, 'lng': -93.05353}"
10307591,Hot Springs National Park,Arkansas,"{'lat': 34.51403, 'lng': -93.09383}"
10308425,Hot Springs National Park,Arkansas,"{'lat': 34.52373, 'lng': -93.0417}"
10367719,Hot Springs National Park,Arkansas,"{'lat': 34.51813, 'lng': -93.05016}"
10308451,Hot Springs National Park,Arkansas,"{'lat': 34.52375, 'lng': -93.04166}"
10026910,Yosemite Valley,California,"{'lat': 37.73495, 'lng': -119.56619}"
10005895,Yosemite Valley,California,"{'lat': 37.74237, 'lng': -119.60223}"
10005585,Yosemite Valley,California,"{'lat': 37.73465, 'lng': -119.56583}"
10026952,Three Rivers,California,"{'lat': 36.54685, 'lng': -118.76565}"
10011926,Yosemite Valley,California,"{'lat': 37.74587, 'lng': -119.59266}"
10027503,Yosemite Valley,California,"{'lat': 37.82585, 'lng': -119.47046}"
10010560,Yosemite Valley,California,"{'lat': 37.73388, 'lng': -119.60185}"
10031426,Yosemite Valley,California,"{'lat': 37.71243, 'lng': -119.58632}"
10033113,Yosemite Valley,California,"{'lat': 37.72765, 'lng': -119.57432}"
10276593,Yosemite Valley,California,"{'lat': 37.73257, 'lng': -119.55916}"
10011170,Twentynine Palms,California,"{'lat': 34.00264, 'lng': -116.13594}"
10235913,Yosemite Valley,California,"{'lat': 37.73889, 'lng': -119.56914}"
10026962,Sequoia National Park,California,"{'lat': 36.60485, 'lng': -118.72401}"
10028848,Old Station,California,"{'lat': 40.47458, 'lng': -121.5057}"
10031466,Hume,California,"{'lat': 36.79495, 'lng': -118.58315}"
10006090,Three Rivers,California,"{'lat': 36.59655, 'lng': -118.73438}"
10031888,Twentynine Palms,California,"{'lat': 34.02511, 'lng': -116.14173}"
10235992,Three Rivers,California,"{'lat': 36.58498, 'lng': -118.74978}"
10235907,Yosemite Valley,California,"{'lat': 37.71658, 'lng': -119.65118}"
10027546,Three Rivers,California,"{'lat': 36.51464, 'lng': -118.80085}"
10035554,Twentynine Palms,California,"{'lat': 34.01234, 'lng': -116.16807}"
10028653,Yosemite Valley,California,"{'lat': 37.71241, 'lng': -119.58631}"
10033156,Cedar Grove,California,"{'lat': 36.79468, 'lng': -118.58289}"
10031456,Three Rivers,California,"{'lat': 36.58448, 'lng': -118.74988}"
10002863,Yosemite Valley,California,"{'lat': 37.87338, 'lng': -119.38261}"
10003872,Indio,California,"{'lat': 33.73685, 'lng': -115.81058}"
10010871,Yosemite Valley,California,"{'lat': 37.72731, 'lng': -119.57471}"
10013977,Paicines,California,"{'lat': 36.48145, 'lng': -121.18174}"
10019827,Twentynine Palms,California,"{'lat': 33.984140000000004, 'lng': -116.01655}"
10235908,Yosemite Valley,California,"{'lat': 37.74208, 'lng': -119.60195}"
10037289,Yosemite Valley,California,"{'lat': 37.80649, 'lng': -119.54523}"
10034036,Twentynine Palms,California,"{'lat': 34.11922, 'lng': -116.11198}"
10004781,Yosemite Valley,California,"{'lat': 37.73476, 'lng': -119.56629}"
10031887,Twentynine Palms,California,"{'lat': 33.95082, 'lng': -116.15985}"
10012390,Yosemite Valley,California,"{'lat': 37.50221, 'lng': -119.61064}"
10235922,Yosemite Valley,California,"{'lat': 37.54839, 'lng': -119.634}"
10006688,Death Valley,California,"{'lat': 36.23035, 'lng': -116.7668}"
10293225,Yosemite Valley,California,"{'lat': 37.71247, 'lng': -119.58638}"
10298575,Yosemite Valley,California,"{'lat': 37.73251, 'lng': -119.55906}"
10274952,Trinidad,California,"{'lat': 41.20785, 'lng': -123.99318}"
10023775,Twentynine Palms,California,"{'lat': 33.99797, 'lng': -116.05998}"
10014345,Yosemite Valley,California,"{'lat': 37.73467, 'lng': -119.56635}"
10033137,Dunlap,California,"{'lat': 36.74697, 'lng': -118.97319}"
10013813,Yosemite Valley,California,"{'lat': 37.74237, 'lng': -119.60202}"
10040340,Three Rivers,California,"{'lat': 36.59662, 'lng': -118.73442}"
10259802,Three Rivers,California,"{'lat': 36.44886, 'lng': -118.59542}"
10235993,Three Rivers,California,"{'lat': 36.56465, 'lng': -118.77323}"
10026955,Three Rivers,California,"{'lat': 36.58499, 'lng': -118.74953}"
10028648,Long Barn,California,"{'lat': 37.94641, 'lng': -119.7873}"
10236017,Death Valley,California,"{'lat': 36.60611, 'lng': -117.1151}"
10235899,Twentynine Palms,California,"{'lat': 33.92531, 'lng': -115.92893}"
10236155,Old Station,California,"{'lat': 40.46067, 'lng': -121.4593}"
10261348,Yosemite Valley,California,"{'lat': 37.742490000000004, 'lng': -119.60237}"
10026896,Yosemite Valley,California,"{'lat': 37.75803, 'lng': -119.80482}"
10242664,Three Rivers,California,"{'lat': 36.58576, 'lng': -118.82695}"
10037534,Orick,California,"{'lat': 41.30386, 'lng': -124.01845}"
10036246,Three Rivers,California,"{'lat': 36.59655, 'lng': -118.73424}"
10029986,Old Station,California,"{'lat': 40.56491, 'lng': -121.30184}"
10032060,Lee Vining,California,"{'lat': 37.91082, 'lng': -119.25758}"
10029819,Stony Creek Village,California,"{'lat': 36.78362, 'lng': -118.62215}"
10035907,Soledad,California,"{'lat': 36.49183, 'lng': -121.2096}"
10031884,Joshua Tree,California,"{'lat': 34.04111, 'lng': -116.18577}"
10007086,Three Rivers,California,"{'lat': 36.55468, 'lng': -118.74879}"
10041400,Hume,California,"{'lat': 36.79469, 'lng': -118.58292}"
10111782,Yosemite Valley,California,"{'lat': 37.83276, 'lng': -119.49091}"
10004744,Stony Creek Village,California,"{'lat': 36.60461, 'lng': -118.72521}"
10033119,Yosemite Valley,California,"{'lat': 37.82576, 'lng': -119.47008}"
10027108,Mill Creek,California,"{'lat': 40.43107, 'lng': -121.53624}"
10034011,Death Valley,California,"{'lat': 36.42095, 'lng': -116.80986}"
10028494,Mecca,California,"{'lat': 33.73697, 'lng': -115.8107}"
10026938,Stony Creek Village,California,"{'lat': 36.70761, 'lng': -118.92096}"
10026957,Three Rivers,California,"{'lat': 36.55471, 'lng': -118.74888}"
10258341,Paicines,California,"{'lat': 36.48131, 'lng': -121.18169}"
10252968,Twentynine Palms,California,"{'lat': 34.00947, 'lng': -116.05576}"
10235919,Yosemite Valley,California,"{'lat': 37.74439, 'lng': -119.5978}"
10111890,Yucca Valley,California,"{'lat': 34.0752, 'lng': -116.38802}"
10034225,Three Rivers,California,"{'lat': 36.45329, 'lng': -118.59677}"
10235927,Yosemite Valley,California,"{'lat': 37.72713, 'lng': -119.57432}"
10027315,Death Valley,California,"{'lat': 36.22072, 'lng': -116.72648}"
10027540,Stony Creek Village,California,"{'lat': 36.69705, 'lng': -118.87877}"
10031434,Yosemite Valley,California,"{'lat': 37.87679, 'lng': -119.34612}"
10033216,Death Valley,California,"{'lat': 36.22988, 'lng': -117.06829}"
10036262,Lone Pine,California,"{'lat': 36.45331, 'lng': -118.16974}"
10032041,Long Barn,California,"{'lat': 37.94615, 'lng': -119.78817}"
10243572,Yosemite Valley,California,"{'lat': 37.74467, 'lng': -119.59736}"
10011461,Death Valley,California,"{'lat': 36.42062, 'lng': -116.84703}"
10006763,Yosemite Valley,California,"{'lat': 37.87702, 'lng': -119.35308}"
10016234,Three Rivers,California,"{'lat': 36.62006, 'lng': -118.80928}"
10235911,Yosemite Valley,California,"{'lat': 37.71536, 'lng': -119.67688}"
10013938,Paicines,California,"{'lat': 36.48421, 'lng': -121.16649}"
10273406,Yosemite Valley,California,"{'lat': 37.7394, 'lng': -119.55955}"
10039812,Yosemite Valley,California,"{'lat': 37.85207, 'lng': -119.57586}"
10259118,Three Rivers,California,"{'lat': 36.54919, 'lng': -118.76841}"
10236157,Mill Creek,California,"{'lat': 40.43732, 'lng': -121.53306}"
10031432,Yosemite Valley,California,"{'lat': 37.81083, 'lng': -119.48553}"
10260204,Death Valley,California,"{'lat': 36.4208, 'lng': -116.81035}"
10259901,Old Station,California,"{'lat': 40.53626, 'lng': -121.56251}"
10037318,Three Rivers,California,"{'lat': 36.55452, 'lng': -118.75006}"
10027534,Stony Creek Village,California,"{'lat': 36.70906, 'lng': -118.92146}"
10026939,Stony Creek Village,California,"{'lat': 36.70747, 'lng': -118.92094}"
10031637,Chester,California,"{'lat': 40.44312, 'lng': -121.39747}"
10034281,Death Valley,California,"{'lat': 36.57185, 'lng': -117.14421}"
10259433,Paicines,California,"{'lat': 36.49216, 'lng': -121.20995}"
10136861,Twentynine Palms,California,"{'lat': 34.11311, 'lng': -116.15582}"
10015097,Paicines,California,"{'lat': 36.47823, 'lng': -121.18393}"
10008947,Paicines,California,"{'lat': 36.49497, 'lng': -121.17305}"
10291879,Hume,California,"{'lat': 36.79375, 'lng': -118.59833}"
10414200,Yosemite Valley,California,"{'lat': 37.73974, 'lng': -119.55992}"
10035721,Ventura,California,"{'lat': 34.04983, 'lng': -119.55657}"
10026944,Three Rivers,California,"{'lat': 36.63392, 'lng': -118.81743}"
10037326,Three Rivers,California,"{'lat': 36.4533, 'lng': -118.59676}"
10269473,Twentynine Palms,California,"{'lat': 34.08116, 'lng': -116.24206}"
10028456,Death Valley,California,"{'lat': 36.27403, 'lng': -116.79283}"
10294476,Cedar Grove,California,"{'lat': 36.78377, 'lng': -118.62213}"
10022095,Klamath,California,"{'lat': 41.55442, 'lng': -124.08646}"
10294375,Dunlap,California,"{'lat': 36.80293, 'lng': -118.74364}"
10022595,Darwin,California,"{'lat': 36.32748, 'lng': -117.51472}"
10034189,Ventura,California,"{'lat': 34.04989, 'lng': -119.55633}"
10013268,Paicines,California,"{'lat': 36.4917, 'lng': -121.20948}"
10381604,Fish Camp,California,"{'lat': 37.50258, 'lng': -119.60985}"
10260515,Three Rivers,California,"{'lat': 36.45329, 'lng': -118.59677}"
10018534,Mi Wuk Village,California,"{'lat': 37.99004, 'lng': -119.88676}"
10017427,Lee Vining,California,"{'lat': 37.91008, 'lng': -119.25818}"
10016528,Paicines,California,"{'lat': 36.49166, 'lng': -121.20927}"
10036072,Twentynine Palms,California,"{'lat': 34.02475, 'lng': -116.14185}"
10279543,Three Rivers,California,"{'lat': 36.55469, 'lng': -118.7488}"
10235925,Yosemite Valley,California,"{'lat': 37.66167, 'lng': -119.66137}"
10009508,Death Valley,California,"{'lat': 36.42055, 'lng': -116.84767}"
10236037,Death Valley,California,"{'lat': 36.39584, 'lng': -116.83872}"
10031728,Orick,California,"{'lat': 41.29883, 'lng': -124.0335}"
10008916,Mammoth Lakes,California,"{'lat': 37.61304, 'lng': -119.07511}"
10112073,Yosemite Valley,California,"{'lat': 37.74019, 'lng': -119.56424}"
